ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
382-05-3683|3594020947430603|Jessica|Rodriguez|F|976 Michelle Estates Suite 755|Soldotna|AK|99669|60.4818|-151.1358|14191|Therapist, horticultural|1951-11-07|272530867281|adults_50up_female_urban.json
156-64-9126|4193694147817130064|Steven|Ball|M|4584 Turner Forks Apt. 276|Elkhorn|WI|53121|42.7009|-88.5462|19045|Estate agent|2005-07-04|286975413776|young_adults_male_urban.json
156-01-1990|4775545950936|Andrew|Lawrence|M|618 Trujillo Creek Apt. 791|Chandler|AZ|85248|33.2509|-111.8593|255641|Civil engineer, consulting|1971-09-15|420624188832|adults_50up_male_urban.json
527-10-5740|4100914663496302930|John|Sanford|M|804 Kirsten Row Apt. 849|Lewistown|PA|17044|40.5994|-77.5756|21209|Local government officer|1932-07-13|577627303984|adults_50up_male_urban.json
132-69-0011|6538814688036369|Jonathan|Gonzales|M|30446 Wilson Turnpike|Shirley|NY|11967|40.7439|-72.876|26583|Psychologist, counselling|1993-01-20|929030692977|adults_2550_male_urban.json
370-07-4755|3546565286774952|Kristine|Patel|F|0654 Johnson Vista Apt. 512|Phoenix|AZ|85053|33.6299|-112.1316|1312922|Claims inspector/assessor|1955-03-04|133595809898|adults_50up_female_urban.json
254-37-5700|36741669776285|Jesse|Perez|M|79975 Larson Locks|Sale Creek|TN|37373|35.3858|-85.1023|3074|Chief Operating Officer|1997-06-21|897646193429|adults_2550_male_urban.json
717-67-8168|630467945097|Samantha|Miranda|F|93039 Anthony Burg|Warren|OH|44483|41.2639|-80.8164|75903|Designer, jewellery|1956-04-04|77805332493|adults_50up_female_urban.json
833-78-2024|213198232501051|Andrew|Smith|M|388 Troy Landing Suite 742|Libertyville|IL|60048|42.281|-87.95|29095|Health promotion specialist|1996-10-16|810054648613|adults_2550_male_urban.json
651-82-4264|30155305590966|Jon|White|M|680 Soto Crest Suite 026|Middlefield|OH|44062|41.4455|-81.0373|14972|Chief Operating Officer|1962-08-06|169199348636|adults_50up_male_urban.json
062-80-1939|578159726574|George|Hatfield|M|24466 Stacey Pike|Dixon|CA|95620|38.4403|-121.8088|20553|Local government officer|1972-01-27|604264284665|adults_50up_male_urban.json
611-80-3396|213161268671602|Nicholas|Baldwin|M|8263 Carl Circle|Selma|CA|93662|36.5695|-119.617|30237|Surveyor, hydrographic|1969-06-20|426620612990|adults_50up_male_urban.json
839-54-7240|3500255612037365|Erica|Baker|F|14953 James Lane|Hubbard|OH|44425|41.1624|-80.5762|14898|Conservation officer, historic buildings|1966-05-19|778659116252|adults_50up_female_urban.json
336-28-8362|4410135304087331|Meagan|Wall|F|42014 Tina Mill Suite 796|New York City|NY|10023|40.7764|-73.9827|1577385|Editor, film/video|1938-12-12|25870952531|adults_50up_female_urban.json
830-67-9770|375924805626882|Natalie|Santana|F|246 Susan Lane|Ladysmith|WI|54848|45.4719|-91.1088|6141|Therapist, speech and language|1929-10-16|453698894656|adults_50up_female_urban.json
570-62-6304|340800915103719|Michael|Smith|M|6646 Shelly Inlet Suite 725|Suring|WI|54174|45.0186|-88.3628|3013|Facilities manager|2005-03-26|258545369114|young_adults_male_urban.json
155-92-8000|4473649734782|Timothy|Fuller|M|6325 Campbell Parkways|Lafayette|LA|70501|30.2361|-92.0083|151705|Farm manager|1948-05-30|731451162876|adults_50up_male_urban.json
023-14-7724|4196050782271265336|Sylvia|Levine|F|21507 Gonzalez Passage Suite 525|Stigler|OK|74462|35.2686|-95.1071|7875|Doctor, hospital|1973-12-31|245050536786|adults_50up_female_urban.json
801-58-1356|630488710918|Natalie|Buchanan|F|848 Carlos Roads Apt. 859|Trenton|SC|29847|33.6938|-81.8534|5480|Hydrogeologist|1932-02-25|761321148517|adults_50up_female_urban.json
518-49-5468|3544109027158258|Mario|Bailey|M|318 Yu Vista|Glendale|CA|91206|34.1556|-118.2322|172817|Conservation officer, nature|1987-06-17|709902633326|adults_2550_male_urban.json
390-86-1024|501859244482|Julie|Lewis|F|7660 Sharon Crescent Apt. 591|Whittier|CA|90606|33.9777|-118.0658|189948|Scientist, research (physical sciences)|1933-03-10|182542869454|adults_50up_female_urban.json
450-93-4112|4338157280405|Roger|Cummings|M|288 Hughes Plaza Apt. 729|Acton|MA|01720|42.4751|-71.4483|21361|Mental health nurse|1988-06-02|367982542613|adults_2550_male_urban.json
660-38-7843|4335343989248663|John|Carter|M|51132 Ryan Turnpike|Chicago|IL|60608|41.8515|-87.6694|2680484|Contractor|1994-05-22|455363774740|adults_2550_male_urban.json
898-23-2478|180022901588810|Stanley|Thomas|M|98062 Thomas Springs Apt. 963|Brooklyn|NY|11235|40.5839|-73.9536|2504700|Production assistant, radio|1976-09-18|133243830290|adults_2550_male_urban.json
104-53-3380|4109114682060|Michael|Love|M|244 Martinez Orchard|Parker City|IN|47368|40.1938|-85.1963|2845|Immigration officer|1940-06-19|934469020547|adults_50up_male_urban.json
325-94-4773|4438915619503074|Sue|Thompson|F|55318 Chase Trail|Indianapolis|IN|46231|39.7038|-86.3029|910148|Barrister|1997-04-28|947779654621|adults_2550_female_urban.json
588-61-3930|4375717558698641|Kelly|Austin|F|684 Jackson Viaduct|Sanger|CA|93657|36.7243|-119.5478|34999|Engineer, electronics|2003-03-11|1600293238|young_adults_female_urban.json
878-76-8734|30357825651381|Kyle|Gross|M|612 Humphrey Lights|Kingsland|GA|31548|30.7977|-81.7075|20020|Psychiatric nurse|1955-07-22|399583054967|adults_50up_male_urban.json
458-55-8421|4299048198927|Christopher|Huff|M|44297 Diane Gardens Suite 554|Florence|AZ|85132|32.9969|-111.3612|33556|Theatre stage manager|1980-09-22|462641210966|adults_2550_male_urban.json
500-20-9595|2720940914468808|Richard|Dunn|M|08043 Suzanne Mill|Reedley|CA|93654|36.6044|-119.4378|29776|Teacher, English as a foreign language|1992-09-10|330082023933|adults_2550_male_urban.json
781-96-5865|30394339103583|Isaiah|Johnson|M|9503 Clarke Ramp|Owaneco|IL|62555|39.4775|-89.1951|540|Health service manager|1961-03-25|46581972445|adults_50up_male_rural.json
167-81-5336|213128912545193|Karen|Chen|F|307 Richard Turnpike Apt. 863|Reno|NV|89506|39.6412|-119.8735|276896|Community development worker|1973-01-21|274125757711|adults_50up_female_urban.json
496-87-7070|6526620638356409|Pam|Mendoza|F|84611 Maria Common|Los Angeles|CA|90011|34.0079|-118.2582|2383912|Medical illustrator|1979-01-04|410022880636|adults_2550_female_urban.json
188-40-3912|4709099192598560588|Nancy|Leonard|F|496 Williams Glens|Galax|VA|24333|36.6565|-80.9117|17996|Secretary/administrator|2002-05-14|906109781945|young_adults_female_urban.json
386-22-5515|6011609584347274|Thomas|Jones|M|75762 Marshall Summit Suite 216|Torrance|CA|90502|33.8286|-118.292|174353|Senior tax professional/tax inspector|1989-06-14|920577908834|adults_2550_male_urban.json
388-35-1275|346371246168734|Michelle|Bradley|F|3967 Hawkins Pass Apt. 176|Murfreesboro|TN|37129|35.871|-86.4181|158701|Tree surgeon|1976-09-24|477948004362|adults_2550_female_urban.json
844-24-7168|6578660171640808|Kimberly|Church|F|7298 Rodriguez Curve Suite 640|El Sobrante|CA|94803|37.9693|-122.2901|24904|Health promotion specialist|1999-12-30|449646358870|adults_2550_female_urban.json
079-61-0633|6011863905579806|Andrew|Johnson|M|763 Silva Drive|Boulder|CO|80310|40.0878|-105.3735|120932|Scientist, clinical (histocompatibility and immunogenetics)|1988-09-12|750938545409|adults_2550_male_urban.json
250-51-1358|6508123292964222|Edward|Mcclain|M|2523 Dennis Branch Suite 457|Missouri City|TX|77489|29.5962|-95.5115|91828|Site engineer|1986-07-13|2379294373|adults_2550_male_urban.json
812-57-7040|3519839165436956|Teresa|Gardner|F|46257 Jessica Overpass Suite 282|Layton|UT|84041|41.0879|-111.9704|67651|Osteopath|1978-03-16|579178830226|adults_2550_female_urban.json
640-95-3414|6553540741087699|John|Walker|M|755 Bennett Knoll|Brookfield|WI|53045|43.0668|-88.1469|41111|Scientist, audiological|1998-06-04|896067738721|adults_2550_male_urban.json
146-27-0355|6502648357115118|James|Thompson|M|597 Reid Trace|Eugene|OR|97401|44.0682|-123.0819|191096|Pension scheme manager|1960-04-02|409792978047|adults_50up_male_urban.json
563-21-4252|3593251612609244|Destiny|Schneider|F|301 Williams Greens Apt. 112|Downey|CA|90242|33.9218|-118.1395|111772|Conference centre manager|1984-09-30|253042297047|adults_2550_female_urban.json
593-43-5494|4646284256264900482|Laura|Alexander|F|04917 Andrew Mount|Duluth|GA|30096|33.9845|-84.1529|103980|Museum education officer|1960-03-16|28112714814|adults_50up_female_urban.json
485-40-8850|3550074112430312|Steven|Shields|M|3272 Madison Shore Suite 193|San Antonio|TX|78210|29.3977|-98.4658|1595797|Structural engineer|1992-02-01|433750181546|adults_2550_male_urban.json
259-87-3093|3511610101913921|Michael|Hatfield|M|351 Cortez Crescent Apt. 620|Milton Freewater|OR|97862|45.9486|-118.3912|11666|Musician|1935-08-21|368838487497|adults_50up_male_urban.json
367-76-4687|180081970571206|Paul|Shah|M|24780 Dean Ranch Suite 702|Salinas|CA|93901|36.6677|-121.6596|182180|Airline pilot|1964-01-24|228250992264|adults_50up_male_urban.json
161-59-0785|4404288024365509|Jessica|Smith|F|3394 Olson Turnpike Suite 194|Gilroy|CA|95020|37.0139|-121.5773|57349|Civil Service administrator|1975-09-19|827429226268|adults_2550_female_urban.json
501-79-0234|4902944555804178|Nancy|Gardner|F|4364 Joshua Parkways Apt. 157|Center Moriches|NY|11934|40.7997|-72.797|7263|Engineer, chemical|1982-06-11|257832272386|adults_2550_female_urban.json
521-82-3266|38644430855925|Katherine|Brown|F|63037 Hernandez Harbors|Lewiston|MI|49756|44.8538|-84.2973|3857|Tourism officer|1981-08-09|862810202265|adults_2550_female_urban.json
782-63-3259|4538954095690012555|Luis|Caldwell|M|2326 Tony Mall|Vineland|NJ|08360|39.4818|-75.0091|60707|Journalist, magazine|1968-03-02|357005187804|adults_50up_male_urban.json
384-26-0034|180074345160151|Roberto|Young|M|10724 Gonzales Green|Warsaw|IN|46580|41.2438|-85.8508|33716|Geochemist|2003-11-26|83411096800|young_adults_male_urban.json
406-07-3111|213196330236356|Mark|Gregory|M|281 Jeffrey Prairie|Bethel|MN|55005|45.3887|-93.2315|4422|Ophthalmologist|1988-04-12|344113594712|adults_2550_male_urban.json
205-16-4118|371259911015942|Erin|Anderson|F|1756 John Points Suite 706|Coulee Dam|WA|99116|48.0379|-118.9419|1439|Acupuncturist|1974-01-18|294301721837|adults_50up_female_rural.json
709-55-2441|213132985659204|Timothy|Macias|M|45562 Victor Orchard Apt. 903|Pocahontas|AR|72455|36.2829|-90.9968|12518|Production designer, theatre/television/film|1997-04-19|820931401927|adults_2550_male_urban.json
733-89-2015|30024276040288|Jason|Brown|M|74431 Hutchinson Tunnel Apt. 029|Huntersville|NC|28078|35.4011|-80.8695|52133|Event organiser|1969-07-10|219442546077|adults_50up_male_urban.json
347-57-1096|30227587841027|Melissa|Greene|F|682 Owen Center Suite 647|Sanford|FL|32771|28.8013|-81.285|78268|Call centre manager|1980-02-02|87690925945|adults_2550_female_urban.json
324-02-1966|4045772570749419|Tony|Graves|M|54618 Wood Ports|Marianna|FL|32446|30.7996|-85.2293|19837|Horticulturist, amenity|1980-08-05|346101445619|adults_2550_male_urban.json
765-70-6874|4226698052210003|Brandon|Stewart|M|041 Singh Canyon Apt. 650|Mission|TX|78573|26.2937|-98.3008|167182|Surveyor, building control|1968-01-13|325673163067|adults_50up_male_urban.json
581-03-0209|180010086238632|Lindsay|Powell|F|5212 Adam Keys|Hollis|NY|11423|40.7142|-73.7677|29987|Radio producer|1990-01-21|463348663180|adults_2550_female_urban.json
776-40-8618|6011532191007257|Ashley|Garcia|F|87512 Edwards Row Suite 789|Geneva|IL|60134|41.886|-88.311|28565|Pharmacist, hospital|1948-12-06|705762797843|adults_50up_female_urban.json
792-26-1238|5571447524964229|Jared|Davis|M|1298 Danny Haven|Haines|AK|99827|59.2519|-135.542|2602|Air broker|1933-08-26|646715663274|adults_50up_male_urban.json
760-20-9327|4340492830044640|Debra|Moore|F|5180 Barnett Route|Ellington|CT|06029|41.9114|-72.4626|15547|Careers adviser|1970-01-27|700609354746|adults_50up_female_urban.json
781-80-0563|4745054184064386520|Christine|Moore|F|58172 Terrell Grove|Eugene|OR|97401|44.0682|-123.0819|191096|Tour manager|1958-11-01|293906997214|adults_50up_female_urban.json
110-65-1014|2593750429278145|Jon|Erickson|M|258 Matthew Mount Suite 828|Flemington|NJ|08822|40.518|-74.8453|30354|Technical sales engineer|1990-06-27|448508513615|adults_2550_male_urban.json
211-24-7986|4952083174549737873|Michael|Wall|M|74617 Elizabeth Cliff|Columbia|SC|29210|34.0479|-81.1101|333497|Editor, film/video|1989-04-23|737131873472|adults_2550_male_urban.json
383-89-3930|4159659069826653|Noah|Collins|M|1596 Vickie Rue|San Diego|CA|92127|33.0279|-117.0856|1241364|Translator|1982-06-10|436497836639|adults_2550_male_urban.json
833-33-5356|4051766899930628|Eric|Howard|M|1114 Hancock Fall|Lake City|FL|32025|30.1601|-82.6396|57683|Computer games developer|1989-09-05|986506502830|adults_2550_male_urban.json
160-19-4273|30368337860451|Brandon|Li|M|053 Mark Crest|Shorewood|IL|60404|41.5076|-88.2169|17395|Research officer, government|1963-06-24|15660610291|adults_50up_male_urban.json
754-88-9871|3589590931499076|Nicholas|Knight|M|181 Ray Ports|Ballston Spa|NY|12020|43.005|-73.8486|31192|Chief Strategy Officer|1990-11-13|340941956647|adults_2550_male_urban.json
006-26-1549|5147200762745197|Jimmy|Cummings|M|45768 Kim Radial Suite 353|Fredericksburg|VA|22406|38.3796|-77.5349|156008|Journalist, newspaper|1989-07-23|972234605630|adults_2550_male_urban.json
722-94-5534|4412333480101409758|Natasha|Smith|F|98260 Watson Brooks Apt. 365|Jackson|NJ|08527|40.121|-74.3017|54392|Retail manager|1972-03-07|979440634718|adults_50up_female_urban.json
716-43-2909|4799334294173232|George|Francis|M|754 Goodman Row Suite 265|Placentia|CA|92870|33.8744|-117.8543|52033|Conservator, museum/gallery|1962-12-22|970331529795|adults_50up_male_urban.json
458-21-5521|4782162078020619291|Wanda|Jones|F|8403 Todd Keys|Albuquerque|NM|87102|35.0818|-106.6482|641349|Trade mark attorney|1969-11-19|318398228320|adults_50up_female_urban.json
085-94-7378|4857335564109142406|Amanda|White|F|112 Michael Canyon Apt. 556|Tampa|FL|33611|27.8914|-82.5067|717255|Oceanographer|1955-12-31|13282361008|adults_50up_female_urban.json
020-27-4592|2471746181126644|Megan|Long|F|3082 Elizabeth Grove Suite 430|Hayward|CA|94542|37.6586|-122.0472|177085|Engineer, biomedical|1983-10-17|827901091167|adults_2550_female_urban.json
348-49-7630|3510936650248125|Jesse|Russell|M|143 Laura Circles Apt. 928|Nogales|AZ|85621|31.377|-110.9435|23054|Podiatrist|1980-01-17|26552901843|adults_2550_male_urban.json
419-04-7491|2262176741791666|Sarah|Keller|F|134 Michael Plain|Alexandria|VA|22315|38.7596|-77.1485|321490|Herbalist|1936-11-09|58764750247|adults_50up_female_urban.json
186-75-0147|4751605234184025|Robyn|Henderson|F|23931 Edwards Oval Apt. 207|Central Falls|RI|02863|41.8883|-71.3945|19385|Music therapist|1976-02-08|96818521601|adults_2550_female_urban.json
827-04-0172|4105160960665|Lisa|Carr|F|340 Danny Camp Suite 553|Pearland|TX|77581|29.5617|-95.2721|112611|Designer, interior/spatial|1958-11-06|913472005749|adults_50up_female_urban.json
355-73-6907|2270345511567305|Michael|King|M|709 Miller Glens Apt. 894|Spanaway|WA|98387|47.0732|-122.3943|43173|Insurance broker|1996-11-07|845704489351|adults_2550_male_urban.json
368-78-9416|343176483810929|Kenneth|Hill|M|210 Stephen Curve Apt. 190|Salem|OR|97305|44.9961|-122.9124|249657|Psychologist, prison and probation services|1989-10-04|853403230546|adults_2550_male_urban.json
210-36-7905|2243205034336907|Amanda|Snow|F|086 Michael Neck Suite 411|Denver|CO|80232|39.6895|-105.0908|990452|Health and safety inspector|1970-03-20|223002026191|adults_50up_female_urban.json
777-85-1263|574720703648|Gregory|Ward|M|4737 Christopher Mount|New Kensington|PA|15068|40.5616|-79.7129|38785|Therapist, art|1953-12-17|218184946248|adults_50up_male_urban.json
008-83-0545|5454769009916230|Felicia|Lopez|F|469 Robinson River|Lake Worth|FL|33463|26.5955|-80.1291|215808|Psychotherapist, dance movement|1960-07-10|575386868312|adults_50up_female_urban.json
290-84-4732|376819187816474|Paul|Bailey|M|2677 Jesse Views|Blacksburg|VA|24060|37.2563|-80.4347|53311|Field trials officer|1988-11-25|835964068185|adults_2550_male_urban.json
850-23-3865|4960630302955673|Bob|Williams|M|86579 Villa Mount|Butler|NJ|07405|40.9988|-74.4261|17701|Civil engineer, contracting|1978-03-26|60665759529|adults_2550_male_urban.json
473-88-4450|6011463018466577|Bethany|Barnett|F|941 Moreno Well Apt. 697|Willow Springs|IL|60480|41.7364|-87.8786|5246|Tour manager|1972-11-25|622425637983|adults_50up_female_urban.json
561-71-2984|4739888156412957|Katie|Morris|F|0576 Beverly Union Apt. 990|Isanti|MN|55040|45.4682|-93.2266|12568|Contracting civil engineer|1957-07-05|383273135534|adults_50up_female_urban.json
624-46-7932|501887589478|Christopher|Kelly|M|06644 Eric Drive Apt. 811|Springdale|AR|72762|36.1835|-94.1762|85572|Barrister's clerk|1982-01-16|590358574115|adults_2550_male_urban.json
813-92-4926|3525342118280987|Sheila|Meyer|F|02093 Doyle Union Apt. 768|Hermiston|OR|97838|45.845|-119.2849|25346|Designer, fashion/clothing|1994-06-16|952114891585|adults_2550_female_urban.json
364-01-2148|180010196249362|Heidi|Steele|F|7334 Joanne Cliffs Suite 493|Los Angeles|CA|90008|34.0116|-118.3411|2383912|Health and safety inspector|1972-12-05|514585904027|adults_50up_female_urban.json
604-92-8415|180046593621373|John|Bautista|M|795 Mark Lodge Suite 701|Fort Worth|TX|76137|32.8664|-97.2891|813980|Farm manager|1992-07-17|607379182161|adults_2550_male_urban.json
761-31-9591|379962395848322|Andre|Thomas|M|86107 Isaac Stravenue|Belmont|MA|02478|42.4128|-71.2044|24664|Museum education officer|1996-02-25|260692032758|adults_2550_male_urban.json
492-31-1150|4552331319741206|Lorraine|Anderson|F|38964 Carlos Path Suite 837|Cedar Falls|IA|50613|42.5241|-92.4497|42031|Advertising account executive|1993-01-23|404227515700|adults_2550_female_urban.json
816-14-4455|3546779455452262|Jeffery|Burgess|M|25045 Sims View Suite 589|Bellingham|MN|56212|45.1556|-96.3224|531|Police officer|1995-04-11|454877854249|adults_2550_male_rural.json
615-52-1628|4288540391114|Kenneth|Carter|M|965 Green Street Apt. 472|Nampa|ID|83686|43.5441|-116.566|104532|English as a second language teacher|1993-06-16|83079092988|adults_2550_male_urban.json
157-15-6487|630416690166|Jason|Perry|M|1029 Rhonda Rapids|Rockingham|NC|28379|34.9336|-79.7666|26388|Child psychotherapist|1998-09-13|852118365442|adults_2550_male_urban.json
206-83-1812|6590851610570508|Tracy|Campbell|F|9400 John Gardens|Lake Zurich|IL|60047|42.2165|-88.0769|41669|Environmental health practitioner|1996-02-03|614867659415|adults_2550_female_urban.json
842-28-4494|2720780264508070|Joy|Kelly|F|1791 Jerry Orchard Suite 476|Castaic|CA|91384|34.4827|-118.6254|29855|Warehouse manager|1989-05-08|384831881033|adults_2550_female_urban.json
